gene_id,SRR24630895,SRR24630900,SRR24630901,SRR24630902,SRR24630906,SRR24630917,SRR24630918,SRR24630919,SRR24630920,SRR24630954,SRR24630955,SRR24630956,SRR25031741,SRR25031747,SRR25031748
CaT2T08g01543,310,104,138,126,332,229,137,169,127,150,146,103,27,36,27
CaT2T08g01544,657,866,869,807,737,532,632,953,855,443,396,425,107,97,98
CaT2T08g01545,465,286,366,440,465,394,634,768,741,357,366,328,76,93,85
CaT2T08g01546,306,168,131,149,264,168,137,184,160,167,121,154,26,30,37
CaT2T08g01547,137,39,44,30,123,96,59,61,76,85,108,83,18,9,13
CaT2T08g01548,577,547,659,635,620,457,581,762,729,392,367,310,116,160,103
CaT2T08g01549,346,49,51,80,380,245,88,81,92,283,240,219,77,83,55
CaT2T03g00079,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
CaT2T12g01755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g00748,38,8,10,28,43,38,31,34,26,30,31,13,0,0,0
CaT2T12g00749,142,3,6,2,156,62,13,9,23,22,23,49,0,3,0
CaT2T12g00744,130,23,35,28,178,93,35,33,35,96,80,69,7,14,6
CaT2T12g00745,22,0,11,7,21,18,8,4,10,15,6,6,0,0,0
CaT2T12g00746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g00747,208,26,25,12,177,163,61,62,65,153,135,92,0,0,0
CaT2T12g00740,24,9,0,11,41,27,24,16,11,13,26,16,0,4,7
CaT2T12g00741,11,0,0,0,5,15,0,0,11,8,0,5,0,0,0
CaT2T12g00742,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0
CaT2T12g00743,543,693,841,608,639,361,615,859,773,363,393,405,121,109,90
CaT2T04g00341,718,168,227,276,809,449,712,536,474,418,425,399,45,91,66
CaT2T02g01788,8889,11275,10450,10441,9479,6719,3817,10424,8103,5409,4804,4967,3322,2845,2824
CaT2T02g01789,2435,4596,4496,4096,2692,1885,2102,3893,2816,1517,1351,1392,931,883,929
CaT2T04g00340,148,116,73,110,193,128,117,115,110,75,94,67,33,47,37
CaT2T02g01784,15141,17766,14443,16246,16484,12226,9913,16982,12893,9758,9865,9233,2639,2595,2378
CaT2T02g01785,6322,12089,11708,11410,6904,5150,4161,10351,7721,4022,3769,3578,2373,2136,2135
CaT2T02g01786,8152,14651,13206,12401,8520,6373,5467,12803,9273,4671,4561,4277,2080,1877,1697
CaT2T02g01787,5720,11127,10865,10241,5712,4879,3923,10422,8230,3421,3494,3327,2136,1868,1965
CaT2T02g01780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g01207,0,23,25,34,0,0,24,45,13,0,0,0,0,0,0
CaT2T02g01782,29,0,3,3,17,22,0,10,8,10,9,0,0,3,0
CaT2T02g01783,55,11,19,26,53,26,32,36,20,27,20,26,3,3,3
CaT2T11g01206,0,9,13,19,0,0,13,24,21,0,0,0,0,0,0
CaT2T04g00345,10,11,9,0,11,0,18,16,17,11,13,0,0,0,0
CaT2T04g00344,465,67,91,82,481,309,167,120,149,197,249,267,21,19,20
CaT2T11g01203,0,17,13,7,0,0,22,29,15,0,0,0,0,0,0
CaT2T11g01202,0,9,0,9,0,0,8,0,0,0,0,0,0,0,0
CaT2T05g00254,6,0,3,0,2,0,1,0,0,0,0,1,0,0,0
CaT2T07g02378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g02789,33,30,22,27,32,30,15,0,10,19,23,24,0,0,10
CaT2T10g02780,12,11,20,17,21,9,29,26,30,10,5,9,3,0,0
CaT2T10g02781,2346,10,36,40,2473,1792,14,2,16,1119,949,1014,0,2,0
CaT2T10g02782,9,7,7,10,7,3,1,2,8,0,9,2,0,2,2
CaT2T10g02783,4,3,0,0,8,0,0,6,2,0,0,2,0,0,0
CaT2T10g02784,440,154,164,182,587,393,139,223,192,303,249,230,11,21,7
CaT2T10g02785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g02259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g02258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g02257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g02789,816,170,144,182,826,637,509,394,344,464,421,472,22,34,29
CaT2T02g02255,1512,534,605,786,1712,1024,1015,907,650,986,1018,967,87,102,97
CaT2T02g02254,58,21,30,10,61,51,22,25,36,31,24,41,8,11,0
CaT2T02g02253,16,4,18,11,21,14,14,14,12,7,13,9,7,2,3
CaT2T02g02252,797,310,407,504,890,668,747,696,604,577,546,549,79,98,79
CaT2T02g02251,133,20,22,36,125,74,53,41,49,91,76,70,11,8,13
CaT2T02g02250,10,23,35,26,16,26,15,32,25,14,19,11,6,5,5
CaT2T09g00155,652,248,205,243,733,468,220,254,238,320,332,296,36,38,20
CaT2T09g00154,228,137,157,173,263,145,246,243,256,177,128,117,20,22,15
CaT2T09g00157,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g00156,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CaT2T09g00151,457,1132,1329,922,549,290,580,1193,1116,392,335,313,225,195,212
CaT2T09g00150,431,148,143,198,410,325,321,268,309,320,298,315,26,36,40
CaT2T09g00153,235,127,171,149,297,160,112,159,150,154,125,138,0,0,17
CaT2T09g00152,114,61,79,66,110,64,159,148,134,56,68,46,7,9,7
CaT2T06g02442,10,0,0,0,15,5,0,0,0,3,0,8,0,0,0
CaT2T06g02443,12,2,0,9,20,0,6,4,16,6,12,13,0,0,0
CaT2T06g02440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g02441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g02446,44,0,0,17,19,12,0,0,62,8,0,12,47,8,0
CaT2T06g02447,599,519,679,711,582,352,800,850,1166,379,311,313,270,314,253
CaT2T06g02444,16,7,2,8,9,21,10,7,7,0,7,7,4,0,3
CaT2T06g02445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00441,303,155,140,121,273,269,174,164,162,217,196,184,16,25,10
CaT2T05g01352,3,3,0,4,0,4,0,4,6,10,0,0,0,0,0
CaT2T01g01389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g01388,1,0,0,0,3,0,6,5,0,0,0,0,0,0,0
CaT2T01g01387,47,9,17,35,47,20,38,33,31,27,27,37,0,5,7
CaT2T01g01386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g01385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g01384,60,23,33,25,73,36,49,37,18,41,27,34,0,0,10
CaT2T01g01383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g01382,562,331,264,345,550,468,357,391,342,305,279,260,25,30,8
CaT2T01g01381,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
CaT2T01g01380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g02302,40,0,35,23,69,47,41,26,33,35,21,38,0,0,4
CaT2T07g02810,1725,1247,1534,1504,1919,1280,1684,1809,2098,1103,1140,1145,159,202,169
CaT2T03g02595,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0
CaT2T03g02594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g02597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g02596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g02591,384,18,5,11,454,312,101,86,109,173,180,144,49,71,29
CaT2T03g02590,1322,3,3,3,1446,999,113,80,149,1372,1248,1237,21,51,24
CaT2T02g03128,49,3,6,23,80,62,29,31,25,36,26,27,0,3,3
CaT2T02g03129,13,23,25,28,12,9,34,66,45,11,0,8,0,0,0
CaT2T02g03126,11,0,6,0,0,7,0,6,0,0,0,0,0,0,0
CaT2T02g03127,94,61,52,52,107,72,115,101,85,50,43,76,11,19,15
CaT2T02g03124,104,15,19,57,126,76,51,56,46,75,49,35,2,4,0
CaT2T02g03125,731,89,107,144,879,575,221,179,182,389,433,383,13,30,26
CaT2T02g03122,306,189,193,158,293,249,126,208,225,180,167,175,17,20,15
CaT2T03g02598,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0
CaT2T02g03120,120,101,120,155,163,79,103,130,113,59,98,96,20,15,7
CaT2T01g05328,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00164,246,154,131,122,255,169,188,192,221,143,153,133,58,59,47
CaT2T10g00923,6763,69,74,53,7186,4875,655,486,556,2132,1899,1960,46,65,48
CaT2T01g00166,17,15,17,33,24,13,13,28,20,17,12,13,5,3,6
CaT2T10g00921,7,3,7,3,10,8,18,7,8,8,15,7,0,0,0
CaT2T01g00160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00925,2,3,0,3,5,2,3,0,0,0,0,3,0,2,2
CaT2T10g00928,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00929,35,0,9,2,33,16,3,14,11,28,5,6,0,0,2
CaT2T01g00168,528,541,593,661,554,329,584,627,738,283,302,291,109,145,109
CaT2T03g01029,2236,34,67,42,2349,1585,540,244,337,1329,1312,1253,24,27,34
CaT2T06g03715,151,33,12,27,126,99,53,56,29,25,51,48,7,8,0
CaT2T07g03291,10940,3088,3351,4494,12153,8387,9629,8485,8264,6856,6514,6732,815,974,747
CaT2T06g03717,12,0,6,5,16,21,17,22,11,14,7,7,0,3,0
CaT2T06g03716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03711,62,0,3,9,78,51,8,9,14,55,33,62,4,13,7
CaT2T06g03710,0,0,1,4,0,0,2,2,1,0,0,0,0,0,0
CaT2T06g03713,6,5,3,3,18,6,3,6,3,2,0,0,0,0,0
CaT2T06g03712,41,0,5,0,51,21,0,7,10,27,15,14,3,9,7
CaT2T06g03719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g05327,127,94,94,68,70,84,66,115,56,102,73,64,10,0,11
CaT2T01g00134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CaT2T07g03295,545,359,438,480,639,427,556,547,601,389,355,375,48,71,55
CaT2T03g01072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g02658,123,42,43,58,137,68,80,52,61,53,62,63,15,15,16
CaT2T12g02659,290,9,39,43,319,251,88,99,102,134,120,143,9,20,17
CaT2T12g02654,244,102,103,114,282,174,267,190,259,187,140,175,15,18,15
CaT2T12g02655,255,77,107,134,312,254,184,156,126,194,178,174,22,23,18
CaT2T12g02656,133,2,10,0,93,110,35,15,44,94,76,61,3,3,3
CaT2T01g05322,40,9,14,6,15,22,19,21,28,30,29,12,0,0,0
CaT2T12g02650,1547,725,821,877,1795,1256,1192,1442,1268,1024,995,939,108,118,103
CaT2T12g02651,9,9,12,23,2,12,9,25,11,13,8,22,4,3,5
CaT2T12g02652,220,21,51,74,206,162,113,69,118,109,102,87,14,14,7
CaT2T12g02653,22,16,6,17,18,22,15,12,8,5,9,20,4,0,2
CaT2T08g00439,104,15,56,24,110,75,47,60,53,67,60,67,8,0,10
CaT2T08g00438,3584,2061,1901,2952,3843,2776,2953,2798,2470,2046,1960,2071,851,872,749
CaT2T03g00308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00433,0,0,3,4,5,0,6,2,2,0,3,6,0,0,0
CaT2T08g00432,247,143,144,122,266,224,246,265,203,148,150,163,16,30,26
CaT2T08g00431,151,64,69,61,176,142,133,107,90,69,84,109,17,15,10
CaT2T08g00430,169,40,72,76,174,147,147,96,123,105,87,82,12,26,15
CaT2T08g00437,908,337,537,431,964,648,975,966,804,717,684,550,38,66,37
CaT2T08g00436,1736,69,67,49,1879,1239,441,387,442,1310,1290,1205,33,40,42
CaT2T08g00435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g00306,65,17,6,33,55,31,22,32,23,57,29,37,11,12,0
CaT2T03g00307,154,160,294,247,260,109,249,199,213,160,136,177,48,49,51
CaT2T03g00304,32,0,0,0,37,17,0,0,0,28,14,8,0,0,0
CaT2T01g03445,352,163,202,230,432,257,284,321,330,225,213,238,19,48,34
CaT2T03g00302,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CaT2T07g02525,772,681,853,660,841,622,582,866,823,590,539,604,145,164,119
CaT2T07g02511,123,93,108,135,109,84,219,146,147,68,61,73,14,22,11
CaT2T07g02510,117,35,49,26,105,63,58,66,73,76,68,49,8,12,8
CaT2T07g02513,258,109,93,108,226,162,132,135,159,177,141,164,43,43,57
CaT2T07g02512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g02515,5,12,8,16,24,18,9,14,8,12,17,6,2,3,2
CaT2T07g02514,920,220,204,241,938,704,300,219,247,536,575,471,30,56,36
CaT2T07g02517,0,5,9,8,8,8,0,12,0,4,9,4,4,0,3
CaT2T07g02516,8,0,6,0,6,0,5,5,0,14,0,13,3,0,0
CaT2T07g02519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g02518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g00301,423,190,205,226,391,319,360,301,275,214,291,302,58,61,64
CaT2T03g04607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g02923,84,43,54,55,71,50,57,63,56,18,50,40,0,7,8
CaT2T04g02922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g02921,173,226,167,149,208,197,125,234,153,134,125,134,13,7,16
CaT2T04g02920,178,70,96,110,169,189,144,110,142,112,88,72,10,16,13
CaT2T09g02449,685,436,648,511,747,562,630,733,779,628,559,543,45,65,48
CaT2T09g02448,225,84,78,98,241,204,148,177,175,120,125,143,16,20,17
CaT2T04g02925,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g02924,53,104,190,168,49,64,108,125,152,20,48,21,54,65,35
CaT2T09g02445,473,167,243,296,459,355,401,322,404,298,288,300,40,60,51
CaT2T09g02444,39,51,42,49,58,33,58,74,58,44,36,34,0,8,4
CaT2T09g02447,695,736,772,802,821,562,918,931,849,560,481,526,59,104,98
CaT2T04g02928,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
CaT2T09g02441,169,223,238,356,186,137,158,195,243,54,71,105,18,28,25
CaT2T09g02440,873,233,424,307,999,719,838,675,839,784,759,663,39,54,52
CaT2T09g02443,1633,1243,1042,1885,1799,1344,1320,1337,1300,997,960,1022,753,883,696
CaT2T09g02442,33,8,6,0,23,30,25,20,19,23,17,27,0,4,0
CaT2T06g00435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g00434,17,48,33,43,27,29,29,31,27,21,7,18,3,9,9
CaT2T06g00437,74,47,47,48,57,53,78,62,39,46,69,18,10,0,5
CaT2T06g00436,16,5,11,10,33,8,23,9,16,20,18,12,7,8,5
CaT2T06g00431,93,57,69,101,133,70,57,74,46,71,104,87,16,24,32
CaT2T06g00430,93,38,80,114,101,82,73,92,71,27,46,42,28,42,31
CaT2T06g00433,94,62,45,72,171,80,90,90,71,114,87,93,14,23,14
CaT2T06g00432,461,271,278,363,481,306,415,453,402,325,297,266,113,115,118
CaT2T06g00439,133,29,32,33,152,87,43,36,35,57,52,82,21,20,22
CaT2T06g00438,21,7,5,6,18,18,11,16,13,38,21,23,3,3,3
CaT2T06g01520,289,74,77,109,378,236,125,111,101,154,151,135,27,14,21
CaT2T06g01521,299,169,134,174,377,235,200,183,192,184,203,163,51,58,39
CaT2T06g01522,0,11,5,9,7,0,14,11,8,8,5,7,0,0,0
CaT2T06g01523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01525,0,4,3,0,0,0,4,5,11,0,0,0,0,0,0
CaT2T06g01526,11,13,9,0,18,4,6,5,4,0,9,7,0,0,0
CaT2T06g01527,38,0,0,0,57,50,14,0,0,14,20,20,0,0,0
CaT2T06g01528,12,0,0,0,0,8,0,0,7,0,5,0,0,0,0
CaT2T06g01529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g03022,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0
CaT2T10g03023,50,28,36,82,61,47,55,30,49,31,16,26,7,9,5
CaT2T07g01772,8,3,5,7,9,7,4,4,2,3,4,4,2,0,0
CaT2T07g01773,182,90,78,47,203,155,159,165,144,154,121,135,3,0,7
CaT2T10g03026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g03027,26,24,16,64,17,13,21,28,13,7,6,21,18,15,26
CaT2T07g01776,4,2,2,8,10,5,9,0,3,2,1,0,0,1,3
CaT2T07g01777,271,31,94,62,388,263,163,100,113,189,130,179,7,7,3
CaT2T09g03191,24,13,11,14,19,9,14,10,0,5,9,7,0,3,7
CaT2T07g00203,57,24,38,51,74,63,48,52,63,75,39,31,36,20,24
CaT2T07g00202,115,121,100,95,134,58,128,127,104,59,96,92,0,22,0
CaT2T07g00201,411,220,193,176,478,367,355,393,403,452,425,469,57,40,55
CaT2T07g00200,38,18,18,14,64,28,23,25,11,35,38,25,5,10,11
CaT2T07g00207,471,552,588,567,489,374,397,587,560,318,303,217,88,114,88
CaT2T07g00206,369,92,109,116,350,262,195,157,177,190,253,163,24,23,26
CaT2T07g00205,55,46,14,30,58,34,82,43,39,34,24,33,0,15,7
CaT2T07g00204,373,127,158,185,431,270,352,296,361,278,294,254,30,31,23
CaT2T07g00209,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0
CaT2T07g00208,39,14,28,22,55,27,52,56,35,28,29,33,19,15,15
CaT2T06g01384,0,10,11,10,11,12,0,17,7,10,0,0,3,0,0
CaT2T06g01385,511,146,175,150,457,355,232,286,226,230,242,275,0,26,19
CaT2T06g01386,10,0,0,0,7,6,17,7,21,0,0,0,0,0,0
CaT2T06g01387,43,34,28,47,42,42,63,61,55,28,20,27,10,29,0
CaT2T06g01380,0,3,0,2,0,0,0,3,3,0,0,3,0,0,0
CaT2T06g01381,2,3,13,0,16,15,31,10,12,0,16,20,11,8,7
CaT2T06g01382,110,83,56,88,107,98,105,82,89,112,67,77,14,17,15
CaT2T06g01383,2108,1197,1092,1509,2137,1716,1135,1386,1054,1296,1284,1264,241,351,256
CaT2T06g01388,68,23,8,8,80,35,53,33,21,35,40,17,3,2,2
CaT2T06g01389,187,75,80,115,172,130,134,117,109,134,135,167,13,0,14
CaT2T06g02873,0,0,0,7,0,0,0,9,3,0,0,0,0,0,0
CaT2T06g02872,21,14,0,19,27,19,16,15,15,9,8,8,0,0,0
CaT2T06g02871,252,107,108,127,249,193,177,173,157,176,226,138,19,44,32
CaT2T06g02870,1810,719,846,1034,2084,1204,1342,1347,1152,1118,1232,1033,171,243,165
CaT2T06g02877,91,53,95,71,93,58,102,75,85,63,56,31,14,24,19
CaT2T06g02876,1890,773,883,793,1954,1420,1833,1549,1363,1449,1316,1247,69,103,87
CaT2T06g02875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g02874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g02879,1260,1232,1714,1675,1362,956,1479,1915,1527,790,823,772,290,351,305
CaT2T06g02878,54,30,32,36,65,28,73,54,32,34,42,27,0,0,0
CaT2T05g00450,346,8,7,0,323,191,15,20,40,77,86,53,0,0,0
CaT2T05g00451,400,262,338,470,441,229,421,424,478,213,220,233,146,189,138
CaT2T05g00452,158,51,66,55,172,110,121,120,123,114,97,97,14,12,6
CaT2T05g00453,275,144,184,179,318,260,279,256,264,288,231,226,18,30,33
CaT2T05g00454,8,0,0,0,0,4,0,2,2,0,0,4,0,0,0
CaT2T05g00455,231,420,511,427,256,205,379,519,381,149,159,173,38,37,36
CaT2T05g00456,1228,311,285,395,1434,1035,651,579,480,661,602,549,53,64,51
CaT2T05g00457,208,83,112,172,314,179,301,236,215,160,168,109,19,28,20
CaT2T05g00458,0,0,0,2,8,0,5,3,5,3,3,0,0,3,0
CaT2T05g00459,109,29,34,57,102,84,81,82,45,43,45,48,11,21,13
CaT2T04g02953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g02471,3,0,0,0,7,0,5,0,3,0,3,0,2,3,2
CaT2T04g02152,21,0,0,0,29,16,3,0,0,6,12,0,0,0,0
CaT2T04g02153,18,3,4,5,40,27,2,16,5,28,13,20,0,2,2
CaT2T04g02150,1568,760,841,1077,1623,1121,1155,1312,906,786,874,907,149,235,158
CaT2T04g02151,1289,766,810,831,1326,999,953,1084,1081,762,744,740,225,205,200
CaT2T04g02156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g02157,195,79,111,109,229,141,158,147,150,195,178,165,69,67,61
CaT2T04g02154,8,0,4,0,9,0,0,0,6,11,22,0,0,3,3
CaT2T04g02155,283,111,140,133,312,191,316,199,182,196,140,210,26,11,19
CaT2T04g02158,931,333,347,512,1003,667,762,665,623,535,572,501,107,121,101
CaT2T04g02159,433,133,172,225,509,324,371,307,278,255,291,267,37,55,46
CaT2T04g01498,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0
CaT2T04g01499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g01492,747,688,721,676,851,623,583,691,625,509,418,409,82,101,79
CaT2T04g01493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g01490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g01491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g01496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g01497,1309,337,541,634,1356,927,1206,928,827,806,819,672,90,138,91
CaT2T04g01494,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0
CaT2T04g01495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01468,316,292,314,338,382,276,335,390,336,247,245,247,58,45,53
CaT2T05g01469,125,51,78,93,120,95,95,117,101,75,73,56,8,14,9
CaT2T05g01462,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
CaT2T05g01463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01460,21,9,3,6,19,18,10,9,5,14,8,16,3,0,0
CaT2T05g01461,0,0,0,9,0,0,0,7,5,0,0,0,0,0,0
CaT2T05g01466,415,227,320,293,415,267,385,426,475,222,305,256,51,71,49
CaT2T05g01467,116,60,64,64,137,89,71,66,67,63,70,74,12,15,8
CaT2T05g01464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01465,1020,368,565,535,1167,758,838,765,793,725,660,616,145,174,131
CaT2T03g00135,82,25,8,17,89,63,40,41,25,40,27,55,19,13,5
CaT2T03g04027,26,0,7,9,38,34,8,8,19,19,4,14,0,0,0
CaT2T03g04026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g04025,7,0,0,8,13,24,8,6,5,11,19,13,0,0,0
CaT2T03g04024,11,0,0,5,20,11,0,0,5,16,0,5,0,0,0
CaT2T03g04023,892,3176,2487,2961,1002,696,2001,3077,1804,706,657,629,100,113,133
CaT2T03g04022,1396,657,669,812,1526,1110,1378,1252,1008,966,897,887,111,115,121
CaT2T03g04021,3,0,0,0,7,4,3,0,0,0,0,4,2,0,0
CaT2T03g04020,21,15,23,42,40,13,11,24,15,18,8,16,7,6,0
CaT2T03g04029,474,321,368,418,510,335,272,380,336,317,290,315,118,141,87
CaT2T03g04028,0,3,6,13,8,0,7,8,8,0,0,0,0,0,0
CaT2T03g00134,832,242,314,371,961,625,527,575,479,515,463,486,40,64,44
CaT2T04g00115,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0
CaT2T03g00137,3,2,3,9,0,6,3,5,0,0,4,8,0,0,1
CaT2T03g04947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00176,261,454,364,381,263,176,328,461,437,143,176,135,43,54,42
CaT2T05g00334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g00174,11,8,13,13,16,13,0,16,0,0,6,10,0,0,0
CaT2T04g00175,309,138,156,173,331,250,224,236,222,184,187,220,25,40,22
CaT2T04g00172,379,130,162,157,502,298,402,383,295,320,258,246,42,51,37
CaT2T04g00173,58,25,21,45,47,24,58,51,47,36,55,27,0,0,0
CaT2T05g00333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g00332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g00339,241,120,142,163,243,199,260,236,255,171,153,145,20,22,21
CaT2T05g00338,996,748,1122,1146,1183,748,1080,1021,1112,702,721,709,302,314,258
CaT2T04g00178,2,0,0,3,7,5,7,8,3,0,3,0,0,2,4
CaT2T04g00179,15,9,10,15,11,2,19,23,18,3,3,7,5,2,5
CaT2T06g03119,251,70,91,93,247,209,169,149,175,176,138,174,0,19,0
CaT2T03g00133,2762,1051,1241,1459,3058,2079,2080,1922,1761,1610,1703,1604,226,267,252
CaT2T11g01437,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0
CaT2T03g00207,35,0,0,9,42,23,13,9,29,13,6,0,0,0,0
CaT2T01g04774,35,24,14,27,47,43,34,36,26,18,33,25,0,0,4
CaT2T03g00205,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
CaT2T03g00204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03088,8,0,0,0,0,17,4,5,6,0,3,0,0,0,0
CaT2T03g03089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03084,175,191,250,181,201,149,183,269,204,191,114,162,26,30,28
CaT2T03g03085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03080,790,231,262,259,760,508,405,464,372,446,450,444,32,40,32
CaT2T03g03081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03082,222,103,96,103,252,170,140,186,163,129,174,115,16,26,16
CaT2T03g03083,36,22,17,24,52,25,46,27,21,23,27,18,0,0,0
CaT2T01g04773,188,118,153,126,228,167,227,209,144,128,156,142,22,23,28
CaT2T01g04772,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0
CaT2T11g02297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g02296,0,3,7,4,11,5,6,8,6,0,4,3,0,0,0
CaT2T11g02295,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0
CaT2T11g02294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g02293,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
CaT2T11g02292,112,42,59,74,182,58,83,93,78,77,72,84,17,13,11
CaT2T11g02291,11,0,7,3,0,0,5,0,7,0,0,0,0,1,0
CaT2T11g02290,3795,651,657,901,4420,3100,1770,1419,1292,2602,2620,2429,146,199,183
CaT2T11g02299,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
CaT2T11g02298,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0
CaT2T11g01432,271,230,205,162,317,236,239,323,324,179,206,163,29,25,23
