GeneID	log2FoldChange	color	KO_number
CaT2T04g00455	-1.052	#76d3ee	K21480
CaT2T04g00452	-2.297	#56c9ea	K16297
CaT2T03g03005	-1.135	#76d3ee	K06276
CaT2T10g00056	-1.789	#76d3ee	K17046
CaT2T11g01056	-1.603	#76d3ee	K09873
CaT2T09g00460	-1.155	#76d3ee	K11584
CaT2T01g00454	-1.877	#76d3ee	K00108, K21270
CaT2T01g00450	-1.417	#76d3ee	K16250
CaT2T02g01166	-3.263	#36bee6	K13457
CaT2T01g03914	-1.012	#76d3ee	K01915
CaT2T03g01323	-1.297	#76d3ee	K10389
CaT2T12g01559	-1.631	#76d3ee	K05929
CaT2T04g02532	-1.544	#76d3ee	K12879
CaT2T12g00209	-1.274	#76d3ee	K00830
CaT2T06g03327	-2.716	#56c9ea	K14424
CaT2T12g02200	-2.517	#56c9ea	K07024
CaT2T12g02208	-1.705	#76d3ee	K01051
CaT2T06g02637	-1.526	#76d3ee	K03787
CaT2T12g03795	-1.335	#76d3ee	K07199
CaT2T12g01967	-1.407	#76d3ee	K03438
CaT2T01g05009	-1.528	#76d3ee	K02956
CaT2T11g00337	-2.628	#56c9ea	K14611
CaT2T08g01972	-1.483	#76d3ee	K08675
CaT2T10g01826	-2.173	#56c9ea	K05894
CaT2T08g00206	-1.018	#76d3ee	K10683
CaT2T10g00223	-3.645	#36bee6	K08909
CaT2T08g00783	-1.281	#76d3ee	K13034
CaT2T04g02471	-1.049	#76d3ee	K13412
CaT2T07g02805	-1.413	#76d3ee	K00799
CaT2T07g02802	-1.435	#76d3ee	K00799
CaT2T11g01808	-2.237	#56c9ea	K00799
CaT2T03g02035	-1.034	#76d3ee	K12130
CaT2T01g00702	-3.007	#36bee6	K09338
CaT2T05g01896	-3.066	#36bee6	K09286
CaT2T03g04812	-3.698	#36bee6	K00660
CaT2T06g00631	-2.000	#76d3ee	K13680
CaT2T02g03175	-1.004	#76d3ee	K10579
CaT2T04g01811	-3.127	#36bee6	K22013
CaT2T08g01320	-2.867	#56c9ea	K03255
CaT2T03g01925	-1.360	#76d3ee	K09419
CaT2T08g02813	-1.627	#76d3ee	K00366
CaT2T08g02812	-2.174	#56c9ea	K09843
CaT2T12g00744	-1.103	#76d3ee	K22048
CaT2T12g00743	-1.438	#76d3ee	K00799
CaT2T02g01788	-3.047	#36bee6	K08912
CaT2T02g01789	-4.780	#1ab2df	K08912
CaT2T02g01784	-4.658	#1ab2df	K08912
CaT2T02g01785	-3.464	#36bee6	K08912
CaT2T02g01786	-5.416	#1698bf	K08912
CaT2T02g01787	-2.590	#56c9ea	K08912
CaT2T02g02789	-1.215	#76d3ee	K07748
CaT2T02g02250	-4.222	#1ab2df	K01988
CaT2T09g00154	-1.015	#76d3ee	K07198
CaT2T06g03712	-1.044	#76d3ee	K14485
CaT2T12g02658	-1.733	#76d3ee	K14611
CaT2T12g02653	-1.208	#76d3ee	K20478
CaT2T08g00437	-2.825	#56c9ea	K13210
CaT2T07g02525	-1.941	#76d3ee	K02116
CaT2T04g02921	-1.242	#76d3ee	K21026
CaT2T09g02447	-1.685	#76d3ee	K17710
CaT2T06g00439	-1.240	#76d3ee	K13993
CaT2T06g00438	-1.613	#76d3ee	K13993
CaT2T07g01773	-1.509	#76d3ee	K07199
CaT2T07g00202	-1.630	#76d3ee	K07023
CaT2T06g02879	-1.023	#76d3ee	K03921
CaT2T04g00172	-1.182	#76d3ee	K21373
CaT2T05g03175	-1.725	#76d3ee	K14944
CaT2T09g03158	-1.050	#76d3ee	K03126
CaT2T07g02751	-1.311	#76d3ee	K01094
CaT2T08g03248	-3.334	#36bee6	K00485
CaT2T09g02286	-2.250	#56c9ea	K20628
CaT2T02g02434	-1.191	#76d3ee	K01051
CaT2T01g02851	-1.786	#76d3ee	K12121
CaT2T07g03296	-1.358	#76d3ee	K10406
CaT2T01g01425	-1.219	#76d3ee	K00422
CaT2T10g01991	-1.012	#76d3ee	K20359
CaT2T03g02253	-1.019	#76d3ee	K20854
CaT2T09g00342	-1.419	#76d3ee	K00844
CaT2T12g03730	-1.057	#76d3ee	K01183
CaT2T06g03504	-1.051	#76d3ee	K06636
CaT2T04g02773	-1.452	#76d3ee	K08235
CaT2T05g00559	-1.422	#76d3ee	K19951
CaT2T04g01513	-3.522	#36bee6	K15382
CaT2T05g01783	-2.416	#56c9ea	K09338
CaT2T03g04275	-1.101	#76d3ee	K08099
CaT2T12g01188	-1.969	#76d3ee	K10664, K19041
CaT2T12g00855	-1.975	#76d3ee	K08790
CaT2T02g00945	-1.198	#76d3ee	K19042
CaT2T11g00132	-2.177	#56c9ea	K09338
CaT2T11g00136	-3.782	#36bee6	K09872
CaT2T04g00852	-2.625	#56c9ea	K02492
CaT2T06g01145	-1.248	#76d3ee	K11550
CaT2T06g01149	-1.090	#76d3ee	K04354
CaT2T04g01303	-1.164	#76d3ee	K00760
CaT2T02g02700	-1.072	#76d3ee	K01869
CaT2T01g01305	-4.685	#1ab2df	K09840
CaT2T08g00124	-1.152	#76d3ee	K16732
CaT2T08g00128	-1.551	#76d3ee	K08235
CaT2T02g00096	-1.442	#76d3ee	K15083, K15173
CaT2T02g02442	-1.478	#76d3ee	K05350, K07409
CaT2T04g01224	-2.993	#56c9ea	K15032
CaT2T05g01620	-2.676	#56c9ea	K02113
CaT2T05g00139	-3.396	#36bee6	K13495
CaT2T03g00179	-1.689	#76d3ee	K01115
CaT2T01g02582	-1.958	#76d3ee	K04733
CaT2T05g00134	-2.839	#56c9ea	K13495
CaT2T03g01705	-1.276	#76d3ee	K17262
CaT2T04g02800	-2.449	#56c9ea	K15078, K19613
CaT2T01g03681	-1.103	#76d3ee	K02210
CaT2T06g00775	-1.305	#76d3ee	K01188, K05349
CaT2T06g00773	-2.211	#56c9ea	K01188, K05349
CaT2T01g03684	-1.655	#76d3ee	K08737
CaT2T07g02724	-1.337	#76d3ee	K21407
CaT2T12g00437	-1.506	#76d3ee	K15744
CaT2T06g02567	-1.260	#76d3ee	K03676
CaT2T03g00880	-1.184	#76d3ee	K08832
CaT2T05g01707	-2.530	#56c9ea	K01051
CaT2T11g00558	-1.258	#76d3ee	K21407
CaT2T05g00076	-1.698	#76d3ee	K14572, K14573, K16913
CaT2T05g00078	-2.460	#56c9ea	K14572, K14573, K16913
CaT2T05g00079	-1.187	#76d3ee	K01930
CaT2T11g02155	-1.172	#76d3ee	K01057
CaT2T03g01146	-1.460	#76d3ee	K15893
CaT2T08g02492	-2.453	#56c9ea	K21444
CaT2T02g04239	-1.467	#76d3ee	K06614
CaT2T11g01385	-2.584	#56c9ea	K14640
CaT2T11g01386	-1.003	#76d3ee	K20892
CaT2T01g02956	-1.197	#76d3ee	K09264
CaT2T08g02966	-4.243	#1ab2df	K15032
CaT2T03g02352	-1.062	#76d3ee	K11153, K19329
CaT2T01g00942	-2.146	#56c9ea	K16055
CaT2T03g00486	-1.238	#76d3ee	K08789
CaT2T08g02837	-1.410	#76d3ee	K00924
CaT2T06g03624	-2.636	#56c9ea	K17710
CaT2T05g03231	-2.626	#56c9ea	K15502
CaT2T05g03585	-1.485	#76d3ee	K03671
CaT2T05g03584	-1.119	#76d3ee	K02160
CaT2T02g04037	-1.392	#76d3ee	K05391
CaT2T02g04036	-2.943	#56c9ea	K03549
